Nom,Industrie,Siège Social,Site Web,Taille(employés),Fondée,Forme Juridique,Adresse 1,Adresse 2,Ville,Region,Code Postal
Madcom.ma,Marketing et publicité,"Appt 8 Etage 7 Imm Ismailia, 22 Rue Sebou
Meknès
Meknès Tafilalet
50000
Maroc",http://www.madcom.ma,11-50,2010,Société à responsabilité limitée,"Appt 8 Etage 7 Imm Ismailia, 22 Rue Sebou",,Meknès,Meknès Tafilalet,50000
EmailingB2B.ma,Marketing et publicité,"131, Boulevard Anfa, Bureau N° 11B Casablanca, 22000
Casablanca
Casablanca
22000
Maroc",http://www.emailingb2b.ma,11-50,2013,Société à responsabilité limitée,"131, Boulevard Anfa, Bureau N° 11B Casablanca, 22000",,Casablanca,Casablanca,22000
Open Force,Marketing et publicité,"Gueliz
Marrakech
44000
Maroc",http://www.open-force.net,1-10,2012,Société à responsabilité limitée,Gueliz,,Marrakech,,44000
Lia Communication,Marketing et publicité,"Résidence Belkouar, Rue Loubnane N°40 Gueliz
Marrakech
40000
Maroc",http://liacommunication.com,1-10,2014,Société à responsabilité limitée,"Résidence Belkouar, Rue Loubnane N°40 Gueliz",,Marrakech,,40000
call-homeshoring,Marketing et publicité,Maroc,http://www.e-clients.ma,11-50,,Société à responsabilité limitée,,,,,
Altaïr Communication,Marketing et publicité,"269 bvd Zerktouni
Casablanca
20300
Maroc",http://www.altair.ma,1-10,1995,Société de personnes (associés),269 bvd Zerktouni,,Casablanca,,20300
Union Showroom Afrique,Marketing et publicité,"14, Rue Jbal Bouiyblane, N°1, Rabat , Agdal
Rabat
Maroc",http://www.unionshowroomafrique.com/,11-50,,Société à responsabilité limitée,"14, Rue Jbal Bouiyblane, N°1, Rabat , Agdal",,Rabat,,
Olivier Delesalle Production & Communication,Marketing et publicité,"40000
Maroc",http://www.od-prod.com,1-10,,Société à responsabilité limitée,,,,,40000
Pub Online,Marketing et publicité,"4, Impasse RIF
Bd Abdellatif Benkadour
Casablanca
20050
Maroc",http://www.pubonline.ma,1-10,2007,Société à responsabilité limitée,"4, Impasse RIF",Bd Abdellatif Benkadour,Casablanca,,20050
ActiBuzz Group,Marketing et publicité,"171, Angle Bd Moulay Idriss 1er & Abdelmoumen
1er étage, Porte 1
Casablanca
Maroc",http://www.actibuzz.com,11-50,2010,Société à responsabilité limitée,"171, Angle Bd Moulay Idriss 1er & Abdelmoumen","1er étage, Porte 1",Casablanca,,
Magnetomedia,Marketing et publicité,"29 rue Oued El Makhazine Agdal
Rabat
10080
Maroc",http://www.magnetomedia.de,1-10,2007,Société cotée en bourse,29 rue Oued El Makhazine Agdal,,Rabat,,10080
IDEMIUM,Marketing et publicité,"79 avenue Ibn sina
Rabat
Agdal
10080
Maroc",http://www.idemium.com/,1-10,,Société à responsabilité limitée,79 avenue Ibn sina,,Rabat,Agdal,10080
2B COM,Marketing et publicité,"18, Résidence Al Kasbah, Hay Nahda, Rabat, Maroc
Rabat
Rabat-Salé-Zemmour-Zaer
10210
Maroc",http://www.2bcom.ma,1-10,2013,Société à responsabilité limitée,"18, Résidence Al Kasbah, Hay Nahda, Rabat, Maroc",,Rabat,Rabat-Salé-Zemmour-Zaer,10210
Maroc Business Company,Marketing et publicité,"12, rue Moulay Mohamed El Baâmrani -ex Somme, 2°ét. appt.10	Quartier: Derb Omar
CASABLANCA
Maroc",http://www.gadgetmaroc.com,1-10,,Société à responsabilité limitée,"12, rue Moulay Mohamed El Baâmrani -ex Somme, 2°ét. appt.10	Quartier: Derb Omar",,CASABLANCA,,
YOUNIVERSAL,Marketing et publicité,"Technopark, 8 rue Ghandi, N°303, 3éme étage, Hassan
Rabat
10 000
Maroc",http://www.youniversal.ma,1-10,2013,Société à responsabilité limitée,"Technopark, 8 rue Ghandi, N°303, 3éme étage, Hassan",,Rabat,,10 000
Strøy+Byvi,Marketing et publicité,"Agadir
Agadir
Agadir
80000
Maroc",http://www.stroybyvi.com,1-10,2013,Société de personnes (associés),Agadir,,Agadir,Agadir,80000
Nrj Global Prod,Marketing et publicité,"46, Bd Mohamed Zerktouni 6ème étage N°15, 20030 Casablanca, Morocco
Casablanca
20030
Maroc",http://nrjglobalprod.com/,11-50,2014,Société à responsabilité limitée,"46, Bd Mohamed Zerktouni 6ème étage N°15, 20030 Casablanca, Morocco",,Casablanca,,20030
26BUCKETS,Marketing et publicité,"88 Rue Fes Res. Marrakech et 7 n. 101
Tanger
Tanger
90000
Maroc",http://www.26buckets.com,1-10,2011,Société cotée en bourse,88 Rue Fes Res. Marrakech et 7 n. 101,,Tanger,Tanger,90000
End2End Services,Marketing et publicité,"4etag 258, Rue Mostapha El Maâni
casablanca
grand casablanca
20000
Maroc",http://www.end2end-services.com/,1-10,2012,Société à responsabilité limitée,"4etag 258, Rue Mostapha El Maâni",,casablanca,grand casablanca,20000
Souk.ma,Marketing et publicité,"Avenue Abdelkrim El Khattabi
Residence Rokya 180
Marrakech
Marrakech
40000
Maroc",http://www.souk.ma,1-10,2012,Société cotée en bourse,Avenue Abdelkrim El Khattabi,Residence Rokya 180,Marrakech,Marrakech,40000
AXEL Créatif,Marketing et publicité,"Siège : 188 Bis 2 Mars 4ème étage
Studio : 355 Bd Ghandi
Casablanca
20150
Maroc",http://www.axel-creatif.com,,2010,Société à responsabilité limitée,Siège : 188 Bis 2 Mars 4ème étage,Studio : 355 Bd Ghandi,Casablanca,,20150
High Imagination,Marketing et publicité,"38, BD Hassan 1, 2éme étage
Casablanca
Maroc",http://high3dimagination.com/,1-10,2009,Société à responsabilité limitée,"38, BD Hassan 1, 2éme étage",,Casablanca,,
Agence Community Inc.,Marketing et publicité,"Boulevard Brahim Roudani 217
Boulevard Brahim Roudani
Casablanca
20000
20000
Maroc",http://www.community-inc.net,1-10,2014,Société à responsabilité limitée,Boulevard Brahim Roudani 217,Boulevard Brahim Roudani,Casablanca,20000,20000
WIT Cn'Z,Marketing et publicité,"Guéliz
Marrakech
Maroc",http://www.wit.ma,11-50,2012,Société à responsabilité limitée,Guéliz,,Marrakech,,
Another Editions,Marketing et publicité,"197 Rue Mohamed El Beqal
Rés Firdaous, Guéliz
Marrakech
Tensift El Haouz
40000
Maroc",http://www.anothereditions.com,11-50,2007,Société cotée en bourse,197 Rue Mohamed El Beqal,"Rés Firdaous, Guéliz",Marrakech,Tensift El Haouz,40000
Zone Evénements,Marketing et publicité,"20000
Maroc",http://www.zone-evenements.com,11-50,,Société à responsabilité limitée,,,,,20000
datafc,Marketing et publicité,"belvedere
casablanca
casablanca
20300
Maroc",http://www.datafc.com,11-50,2014,Société cotée en bourse,belvedere,,casablanca,casablanca,20300
SMAK! AGENCY,Marketing et publicité,"50, rue de l'Atlas
Casablanca
20000
Maroc",http://www.smakagency.com,1-10,2014,Société à responsabilité limitée,"50, rue de l'Atlas",,Casablanca,,20000
Blue & Green,Marketing et publicité,Maroc,http://www.blueandgreen.ma,1-10,,Société à responsabilité limitée,,,,,
Conceptcom,Marketing et publicité,"Av. Sidi Mohamed Ben Abdellah, cité 3, imm. 42, Appt. 1 - Rabat - Maroc
Rabat
Maroc
10 050
Maroc",http://www.conceptcom.ma,1-10,2013,Société à responsabilité limitée,"Av. Sidi Mohamed Ben Abdellah, cité 3, imm. 42, Appt. 1 - Rabat - Maroc",,Rabat,Maroc,10 050
Taktil I Agence Digital Marketing,Marketing et publicité,"Bd Zerktouni, Imm. Colisée
4ème Etage, Appt N° 6
Marrakech
Marrakech
40000
Maroc",http://www.taktilcommunication.com,1-10,2003,Société à responsabilité limitée,"Bd Zerktouni, Imm. Colisée","4ème Etage, Appt N° 6",Marrakech,Marrakech,40000
KAIZEN COM,Marketing et publicité,Maroc,http://www.ecositeweb.com,1-10,,Société à responsabilité limitée,,,,,
MasterAudit,Marketing et publicité,Maroc,http://masteraudit.net,11-50,,Société à responsabilité limitée,,,,,
SYSTREAM,Marketing et publicité,"bd Med 5 Res AL HADIKA N27
N27
Tanger
Tanger
90000
Maroc",http://www.systream.net,1-10,2014,Société à responsabilité limitée,bd Med 5 Res AL HADIKA N27,N27,Tanger,Tanger,90000
KomuniK Group,Marketing et publicité,Maroc,http://www.komunikgroup.com,11-50,,Société à responsabilité limitée,,,,,
Addictive - Live - Marketing,Marketing et publicité,"Casablanca Maroc
Casablanca
Maroc",http://www.addictive.ma,1-10,,Société à responsabilité limitée,Casablanca Maroc,,Casablanca,,
Nozidees,Marketing et publicité,"75, Blvrd d'Anfa, 5ème étage, bureau 5E
Casablanca
Grand Casablanca
20000
Maroc",http://www.nozidees.com,11-50,2013,Société à responsabilité limitée,"75, Blvrd d'Anfa, 5ème étage, bureau 5E",,Casablanca,Grand Casablanca,20000
HYPERLINK MAROC,Marketing et publicité,"29, Bd Mohammed VI, IMM D3
Casablanca
Maroc",http://www.hyperlink.ma,1-10,2014,Société à responsabilité limitée,"29, Bd Mohammed VI, IMM D3",,Casablanca,,
dailyStrategy,Marketing et publicité,"Angle bouvard Zerktouni et Rue sebta, Nº 7, résidence rami, Bureau Nº8, Quartier des Hopitaux
Casablanca
Grand Casablanca
20000
Maroc",http://www.dailyStrategy.net/,11-50,2012,Société à responsabilité limitée,"Angle bouvard Zerktouni et Rue sebta, Nº 7, résidence rami, Bureau Nº8, Quartier des Hopitaux",,Casablanca,Grand Casablanca,20000
softsevenart.com,Marketing et publicité,"Bd brahim Roudani
centre commercial Nadia, Immeuble IV, 2ème étage, appt N°6
Casablanca
20 000
Maroc",http://www.softsevenart.com,1-10,2004,Société à responsabilité limitée,Bd brahim Roudani,"centre commercial Nadia, Immeuble IV, 2ème étage, appt N°6",Casablanca,,20 000
MULTI EVENT,Marketing et publicité,"21 Rue Ahmed Touki
Casablanca
Le Grand Casablanca
20000
Maroc",http://www.mev.ma,51-200,2005,Société à responsabilité limitée,21 Rue Ahmed Touki,,Casablanca,Le Grand Casablanca,20000
SYMODD,Marketing et publicité,"N° 23, Rue Khalid Ibn Alwalid
Cite Dakhla
Agadir
Souss Massa Draa
80000
Maroc",http://www.symodd.com/,11-50,2013,Société à responsabilité limitée,"N° 23, Rue Khalid Ibn Alwalid",Cite Dakhla,Agadir,Souss Massa Draa,80000
Lamya WEB TARGET,Marketing et publicité,"Hay Salam
Agadir
Maroc",http://www.redactrice-web.ma,,2013,Société à responsabilité limitée,Hay Salam,,Agadir,,
Le Saisonnier,Marketing et publicité,"38 Rue Abdessalam El Khattabi
Casablanca
Maroc
20500
Maroc",http://www.lesaisonnierdirect.com,11-50,1997,Société à responsabilité limitée,38 Rue Abdessalam El Khattabi,,Casablanca,Maroc,20500
H-communication,Marketing et publicité,"Massira A-1
marrakech
Tansift
40000
Maroc",http://www.h-communication.com,11-50,2010,Société à responsabilité limitée,Massira A-1,,marrakech,Tansift,40000
3wdev,Marketing et publicité,"18, Rue Aguelmane Sidi Ali Rabat, Maroc
Rabat
10090
Maroc",http://www.3wdev.ma,1-10,2001,Société à responsabilité limitée,"18, Rue Aguelmane Sidi Ali Rabat, Maroc",,Rabat,,10090
KLE COMMUNICATION,Marketing et publicité,"20000
Maroc",http://www.klecommunication.com,1-10,2007,Société à responsabilité limitée,,,,,20000
FORCINET,Marketing et publicité,"Hay Wifaq 01
Nr 5089 - Etage 1
Temara
12023
Maroc",http://www.forcinet.com,1-10,2015,Société cotée en bourse,Hay Wifaq 01,Nr 5089 - Etage 1,Temara,,12023
mcube,Marketing et publicité,"Lot el baraka, imm. 136, appt. 6, 1er étage
Casablanca
Casablanca
Maroc",http://www.mcube.ma,11-50,,Société à responsabilité limitée,"Lot el baraka, imm. 136, appt. 6, 1er étage",,Casablanca,Casablanca,
Opium Marketing,Marketing et publicité,"704, 7ème étage, Résidence Loft, Angle Mohamed V et Rue de Lille
Casablanca
20553
Maroc",http://www.opiumarketing.com,1-10,2012,Société à responsabilité limitée,"704, 7ème étage, Résidence Loft, Angle Mohamed V et Rue de Lille",,Casablanca,,20553
ARKAYN,Marketing et publicité,"23 rue Pierre Parent -Tramway Diouri
Casablanca
20000
Maroc",http://www.arkayn.ma,1-10,2012,Société à responsabilité limitée,23 rue Pierre Parent -Tramway Diouri,,Casablanca,,20000
SAMOURAÏ,Marketing et publicité,"42, Boulevard Abdelmoumen, Immeuble Walili Street, 6ème étage, Bureau N°41
Casablanca
22000
Maroc",https://samouraipr.wordpress.com,11-50,2014,Société à responsabilité limitée,"42, Boulevard Abdelmoumen, Immeuble Walili Street, 6ème étage, Bureau N°41",,Casablanca,,22000
DISSIDENTS,Marketing et publicité,"252 Boulevard Mohammed V
Casablanca
Maroc
20100
Maroc",http://www.dissidents.ma,11-50,2009,Société à responsabilité limitée,252 Boulevard Mohammed V,,Casablanca,Maroc,20100
IMAGENEA,Marketing et publicité,"BP: 1745
Tétouan
Tétouan
93000
Maroc",http://www.imagenea.ma,1-10,,Société à responsabilité limitée,BP: 1745,,Tétouan,Tétouan,93000
REGART DESIGN AGENCY,Marketing et publicité,"6 rue Dayet Aoua
Agdal
Rabat
Maroc",http://www.regart.ma,1-10,,Société à responsabilité limitée,6 rue Dayet Aoua,Agdal,Rabat,,
Digital Médias Maroc,Marketing et publicité,"Casablanca
Maroc",https://www.facebook.com/pages/Digital-M%C3%A9dia-Maroc/651546244917827?fref=ts,11-50,2014,Société de personnes (associés),,,Casablanca,,
COM PAR MAGIE,Marketing et publicité,"7 rue constantinople 1er étage, n°4
Casablanca
Maroc",http://www.comparmagie.ma,11-50,2008,Société à responsabilité limitée,"7 rue constantinople 1er étage, n°4",,Casablanca,,
Lion Pro,Marketing et publicité,"Res. Saadane, 2ème étage
Appt. 12
TEMARA
Maroc",http://www.lion-pro.com,11-50,2014,Société à responsabilité limitée,"Res. Saadane, 2ème étage",Appt. 12,TEMARA,,
NMN COMMUNICATION,Marketing et publicité,"Zone Industrielle Guezenaya, lot N°129, Tanger - Maroc - [ BP 7180 ]
Tanger
Tanger
90000
Maroc",http://www.nmn.ma,11-50,2000,Société à responsabilité limitée,"Zone Industrielle Guezenaya, lot N°129, Tanger - Maroc - [ BP 7180 ]",,Tanger,Tanger,90000
Presence Interactive,Marketing et publicité,"14, Boulevard Pasteur
Etg 2 n10
Tangier
Tangier
90000
Maroc",http://www.presenceinteractive.com,11-50,2012,Société à responsabilité limitée,"14, Boulevard Pasteur",Etg 2 n10,Tangier,Tangier,90000
Wunderman Morocco,Marketing et publicité,"157 boulevard d'Anfa
Casablanca
20050
Maroc",http://www.wunderman.ma,11-50,,Société à responsabilité limitée,157 boulevard d'Anfa,,Casablanca,,20050
emailing management,Marketing et publicité,"20800
Maroc",http://www.emailingmanagement.com,1-10,,Société à responsabilité limitée,,,,,20800
RÉGIE 3,Marketing et publicité,"37, Bd Abdellatif Ben Qaddour. 33,590910 -7,644300
Casablanca
Maroc",http://www.regie3.ma,11-50,1991,Société de personnes (associés),"37, Bd Abdellatif Ben Qaddour. 33,590910 -7,644300",,Casablanca,,
Genius Holding,Marketing et publicité,"Bd Bir Anzarane, imm. Romandie1, 10ème étage
Casablanca
Maroc",http://www.genius-holding.com,11-50,2006,Société à responsabilité limitée,"Bd Bir Anzarane, imm. Romandie1, 10ème étage",,Casablanca,,
Emka Services,Marketing et publicité,"Avenue Mohamed V
Rabat Principlae
Rabat
Rabat-Sale
10000
Maroc",http://emkaservices.blogspot.com,11-50,2005,Travailleur indépendant ou profession libérale,Avenue Mohamed V,Rabat Principlae,Rabat,Rabat-Sale,10000
Maroc Creation,Marketing et publicité,"40000
Maroc",http://www.maroccreation.com,11-50,,Société à responsabilité limitée,,,,,40000
EVEAD MEDIA GROUP,Marketing et publicité,"Technopark - Route de Nouacer 4ème étage, Bureau 455 Casablanca
Casablanca
grand casablanca
20000
Maroc",http://www.evead.com,11-50,2013,Société de personnes (associés),"Technopark - Route de Nouacer 4ème étage, Bureau 455 Casablanca",,Casablanca,grand casablanca,20000
Epitaphe Conseil en Communication et Marketing,Marketing et publicité,"180, Rue ibnou Fariss Maarif, 20330
Casablanca
Maroc",http://www.epitaphe.ma,11-50,2003,Société à responsabilité limitée,"180, Rue ibnou Fariss Maarif, 20330",,Casablanca,,
Adweb.ma,Marketing et publicité,"75, Boulevard d'Anfa (L’immeuble du KFC)
4ème étage
Casablanca
20060
Maroc",http://www.adweb.ma,11-50,2011,Société à responsabilité limitée,"75, Boulevard d'Anfa (L’immeuble du KFC)",4ème étage,Casablanca,,20060
Sales UP Maroc,Marketing et publicité,"N° 6 & 7, 2ème étage, Imm A, PROMAMEC Zone Industrielle Lissasfa
Casablanca
20200
Maroc",http://www.salesup.ma,51-200,2012,Société à responsabilité limitée,"N° 6 & 7, 2ème étage, Imm A, PROMAMEC Zone Industrielle Lissasfa",,Casablanca,,20200
PAR3 COM,Marketing et publicité,"166, Boulevard d'Anfa
Casablanca
20050
Maroc",http://www.par3com.com/,11-50,1997,Société à responsabilité limitée,"166, Boulevard d'Anfa",,Casablanca,,20050
MARQWAY,Marketing et publicité,"60 Rue Oukaimeden N°3
RABAT
10100
Maroc",http://www.marqway.com,1-10,,Société à responsabilité limitée,60 Rue Oukaimeden N°3,,RABAT,,10100
MAELYS GROUP - N°1 au Maroc,Marketing et publicité,"4, rue Al Kassar - Angle Résidence Zerktouni
2ème étage
Casablanca
20040
Maroc",http://www.maelysgroup.com,11-50,2008,Société à responsabilité limitée,"4, rue Al Kassar - Angle Résidence Zerktouni",2ème étage,Casablanca,,20040
Rapp Maroc,Marketing et publicité,"20000
Maroc",http://www.rapp.ma,11-50,,Société de personnes (associés),,,,,20000
Association Marocaine du Marketing et de la Communication (AMMC),Marketing et publicité,"Angle Rue Socrate et Abou Taour, 1er Etage, Maarif
Casablanca
20 000
Maroc",http://www.ammc.co,201-500,2013,Non lucratif,"Angle Rue Socrate et Abou Taour, 1er Etage, Maarif",,Casablanca,,20 000
Brand Strategy Group BSG,Marketing et publicité,"73, Av Driss Lahrizi
Casablanca
20080
Maroc",http://www.bsg.ma,11-50,2010,Société à responsabilité limitée,"73, Av Driss Lahrizi",,Casablanca,,20080
Groupe Ateo Communication,Marketing et publicité,"1 rue Sompi, Bd Ghandi, Oasis
15
Casablanca
Casablanca
20410
Maroc",http://www.ateo.ma,51-200,,Société à responsabilité limitée,"1 rue Sompi, Bd Ghandi, Oasis",15,Casablanca,Casablanca,20410
WaWa Creative,Marketing et publicité,"38, rue Franche Comté
Quartier Gauthier
Casablanca
20000
Maroc",http://www.wawacreative.com,1-10,,Société à responsabilité limitée,"38, rue Franche Comté",Quartier Gauthier,Casablanca,,20000
LOVE STORIES,Marketing et publicité,"Centre commercial Diwane, angle Place Aknoul et rue Abdelkrim Diouri, B13, 3ème étage
Casablanca
Maroc",http://lovestories.ma,1-10,2010,Société à responsabilité limitée,"Centre commercial Diwane, angle Place Aknoul et rue Abdelkrim Diouri, B13, 3ème étage",,Casablanca,,
B.E.L Empreinte,Marketing et publicité,"Place Al Yassir, Résidence Valrose E, 2ème étage - n°8 Belvédère - Casablanca
Casablanca
20000
Maroc",http://www.belempreinte.com,1-10,,Société à responsabilité limitée,"Place Al Yassir, Résidence Valrose E, 2ème étage - n°8 Belvédère - Casablanca",,Casablanca,,20000
Robelbois,Matériaux de construction,"32, rue Planquette
Casablanca
20300
Maroc",http://www.robelbois.com,51-200,1953,Société de personnes (associés),"32, rue Planquette",,Casablanca,,20300
SK Métal Marrakech,Matériaux de construction,"344, Q.I. Sidi Ghanem
Route de Safi
Marrakech
40000
Maroc",http://www.skmetal.ma,1-10,2014,Société à responsabilité limitée,"344, Q.I. Sidi Ghanem",Route de Safi,Marrakech,,40000
Forum de la PME et de ses PARTENAIRES,Marketing et publicité,"Foire Internationale de Casablanca
Casablanca
Maroc",http://forumpme.ma/,11-50,,Société à responsabilité limitée,Foire Internationale de Casablanca,,Casablanca,,
